order_id,seller_id,customer_id,category,order_date,order_value,quantity
O0012592,S0018,C013755,Sports,2025-01-20,90.18,2
O0042783,S0060,C001599,Books,11/18/2024,66.57,2
O0007807,S0012,C023962,Fashion,2024-07-23,20.46,1
O0035433,S0050,C014624,Fashion,2024-05-18,50.43,1
O0011978,S0017,C007781,Fashion,04/29/2025,50.63,4
O0033003,S0046,C010671,Sports,2025-02-08,65.07,4
O0005102,S0009,C012885,Electronics,2024-02-01,71.45,2
O0035249,S0049,C002420,Pet Supplies,2025-11-17,49.93,1
O0008146,S0012,C022712,Fashion,2025-04-01,$40.01,1
O0037120,S0052,C016422,Pet Supplies,07/13/2024,$49.70,1
O0008998,S0014,C018627,Books,2024-04-23,51.42,2
O0013909,S0020,C006245,Toys,02/11/2024,22.65,1
O0032638,S0046,C020194,Sports,05-May-2024,93.62,3
O0033798,S0047,C017535,Home & Kitchen,23-Jul-2025,$54.37,2
O0025772,S0035,C007030,Fashion,2025-09-13,55.33,3
O0015062,S0022,C007350,Fashion,2024-02-19,18.15,1
O0012974,S0019,C007337,Fashion,2024-03-17,31.37,3
O0025389,S0035,C002615,Fashion,2024-08-12,62.45,2
O0010699,S0016,C024653,Pet Supplies,10-Jun-2024,$49.80,1
O0015939,S0022,C012947,Fashion,2025-11-27,42.11,2
O0040498,S0057,C004764,Beauty,2024-12-09,14.31,4
O0006854,S0011,C021975,Toys,2024-08-15,58.68,1
O0026599,S0036,C005592,Home & Kitchen,2025-06-30,52.1,1
O0039455,S0055,C019576,Books,03/30/2025,75.13,4
O0012845,S0018,C008733,Sports,12/13/2025,$30.70,3
O0028495,S0039,C010089,Automotive,2025-07-16,$52.47,2
O0021493,S0030,C024466,Grocery,2024-02-23,$46.98,1
O0017009,S0024,C010332,Grocery,2024-05-30,54.36,1
O0041741,S0058,C009084,Beauty,2025-10-16,43.21,2
O0021499,S0030,C024497,Grocery,2024-02-28,53.55,3
O0016913,S0024,C000590,Grocery,2024-01-11,$38.22,3
O0018177,S0025,C011274,Automotive,2025-11-28,31.37,4
O0034438,S0048,C000426,Automotive,2025-08-22,$38.75,3
O0027357,S0037,C003626,Grocery,06/07/2025,41.4,2
O0028165,S0038,C000945,Grocery,2025-11-29,50.9,2
O0018002,S0025,,Automotive,28-Jun-2025,38.79,2
O0017670,S0025,C000722,Automotive,2024-08-29,90.21,4
O0027901,S0038,C003997,Grocery,2025-02-16,51.12,1
O0032723,S0046,C023433,Sports,2024-07-09,16.91,3
O0014416,S0020,C022337,Toys,2025-10-11,48.14,1
O0025984,S0036,C012173,Home & Kitchen,2024-03-05,45.48,1
O0014778,S0021,C008366,Beauty,2025-02-20,29.96,1
O0039966,S0056,C015626,Automotive,2025-05-03,28.45,3
O0035053,S0049,C022273,Pet Supplies,2025-05-03,$65.58,4
O0031284,S0044,C020327,Sports,20-Jun-2025,32.68,3
O0011117,S0016,C010589,Pet Supplies,2025-05-10,59.74,4
O0033242,S0046,C015434,Sports,2025-09-18,23.83,4
O0009715,S0015,C018574,Grocery,18-Jan-2024,$31.65,1
O0014411,S0020,C004311,Toys,2025-10-30,$30.14,3
O0037038,S0052,C004133,Pet Supplies,2024-05-02,77.98,1
O0017255,S0024,C012574,Grocery,2025-04-25,$45.80,2
O0035505,S0050,C001846,Fashion,2024-07-01,57.06,3
O0014006,S0020,C009594,Toys,2024-06-05,43.23,3
O0004691,S0008,C001897,Pet Supplies,2024-06-20,134.21,3
O0027142,S0037,C003933,Grocery,2024-11-07,74.29,4
O0016951,S0024,C000149,Grocery,2024-03-15,14.54,4
O0025216,S0035,C024529,Fashion,2024-02-03,23.15,3
O0001553,S0003,C004398,Automotive,2025-01-31,44.45,2
O0024429,S0034,C023802,Beauty,2024-02-13,21.6,2
O0036459,S0051,,Sports,2025-01-20,50.58,2
O0036422,S0051,C021806,Sports,12/21/2024,$86.09,2
O0021442,S0030,C011821,Grocery,2024-01-23,22.06,3
O0017053,S0024,C017102,Grocery,2024-08-04,55.69,1
O0013204,S0019,C003404,Fashion,2024-09-16,85.9,2
O0018585,S0026,C024706,Electronics,2025-06-08,34.48,2
O0023881,S0033,C019492,Grocery,2024-07-15,53.09,3
O0002092,S0004,C019000,Electronics,2024-04-25,75.51,1
O0021863,S0030,C008915,Grocery,2025-01-22,95.72,1
O0021288,S0029,C015939,Toys,2025-08-23,75.85,1
O0036083,S0051,C005914,Sports,03/17/2024,14.12,2
O0002078,S0004,C016495,Electronics,2024-03-20,$21.86,1
O0004354,S0007,C006154,Automotive,2024-10-04,29.66,2
O0004737,S0008,C008401,Pet Supplies,2024-08-24,51.59,3
O0017713,S0025,C000856,Automotive,2024-10-22,29.24,3
O0003998,S0006,C022754,Automotive,2025-06-11,$93.98,4
O0030356,S0042,C004938,Toys,2025-10-09,30.63,1
O0004098,S0006,C016849,Automotive,2025-09-15,$40.97,1
O0028236,S0039,C012267,Automotive,2024-01-16,72.07,2
O0012044,S0017,C006567,Fashion,2025-06-15,89.29,4
O0021799,S0030,C012914,Grocery,2024-11-12,67.62,3
O0019764,S0028,C011856,Beauty,2024-06-07,41.23,2
O0015877,S0022,C014127,Fashion,04-Oct-2025,64.59,4
O0038399,S0054,C000038,Automotive,2024-04-02,66.92,2
O0039497,S0055,C018097,Books,2025-05-10,52.67,1
O0006555,S0011,C024545,Toys,2024-01-21,44.68,1
O0033845,S0047,C014830,Home & Kitchen,2025-09-12,38.9,3
O0002262,S0004,C020278,Electronics,2024-10-15,35.54,4
O0013232,S0019,C008859,Fashion,2024-09-23,28.86,1
O0014624,S0021,C017812,Beauty,07/31/2024,62.01,1
O0001517,S0003,C023758,Automotive,24-Dec-2024,7.57,4
O0006978,S0011,C012706,Toys,03-Nov-2024,$61.27,3
O0035328,S0050,C020545,Fashion,2024-01-24,57.92,3
O0032303,S0045,C003180,Automotive,2025-09-04,36.91,3
O0037045,S0052,C002843,Pet Supplies,2024-05-29,64.48,1
O0028365,S0039,C009419,Automotive,12-Sep-2024,127.36,1
O0026399,S0036,C020492,Home & Kitchen,2025-01-13,37.12,2
O0027976,S0038,C006100,Grocery,29-May-2025,91.3,4
O0024365,S0033,C022828,Grocery,2025-12-06,35.9,3
O0027537,S0038,C005235,Grocery,2024-01-10,$147.76,1
O0009273,S0014,C004578,Books,11/20/2024,$66.96,2
O0040490,S0057,C013550,Beauty,2024-12-28,62.06,3
O0019817,S0028,C011690,Beauty,2024-08-17,51.7,3
O0021518,S0030,C009206,Grocery,2024-03-27,93.86,3
O0001894,S0003,C007566,Automotive,2025-10-12,93.77,4
O0016327,S0023,C007136,Automotive,31-Oct-2024,72.08,4
O0035341,S0050,C020972,Fashion,2024-02-23,114.7,1
O0027016,S0037,C014343,Grocery,20-May-2024,52.76,1
O0032771,S0046,C022301,Sports,2024-08-06,$41.33,1
O0034489,S0048,C019297,Automotive,2025-10-04,24.28,3
O0000940,S0002,C006794,Home & Kitchen,2025-06-24,22.44,4
O0027575,S0038,C017630,Grocery,2024-02-17,43.09,2
O0013421,S0019,C012837,Fashion,2025-02-04,15.98,2
O0027388,S0037,C022331,Grocery,2025-08-25,41.93,2
O0022004,S0030,C018124,Grocery,2025-04-06,27.29,4
O0012557,S0018,C004427,Sports,2024-11-08,33.08,2
O0026781,S0036,C007086,Home & Kitchen,2025-10-01,$43.01,1
O0039592,S0055,C017838,Books,08-Oct-2025,24.79,3
O0031688,S0045,C005750,Automotive,2024-07-03,51.86,3
O0032528,S0046,C003811,Sports,2024-02-23,60.49,3
O0031645,S0045,C018285,Automotive,2024-06-24,27.89,3
O0028313,S0039,C023371,Automotive,12-Jun-2024,41.48,2
O0035625,S0050,C021203,Fashion,2024-12-20,26.12,4
O0025518,S0035,C022703,Fashion,2024-12-13,$92.31,4
O0033325,S0046,C011857,Sports,2025-11-30,119.14,2
O0025847,S0035,C004017,Fashion,2025-11-27,63.69,2
O0005728,S0010,C001365,Toys,2024-04-09,17.62,3
O0026567,S0036,C018463,Home & Kitchen,2025-05-31,45.44,3
O0012529,S0018,C007875,Sports,2024-10-11,32.33,3
O0038827,S0054,C021946,Automotive,2025-03-18,65.02,3
O0005834,S0010,C020633,Toys,2024-07-01,$39.67,3
O0019033,S0027,C004728,Toys,2024-09-30,29.22,3
O0022770,S0031,C010222,Home & Kitchen,2025-10-20,29.55,3
O0028346,S0039,C002332,Automotive,2024-08-14,54.88,1
O0038621,S0054,C008849,Automotive,2024-10-04,50.94,2
O0027236,S0037,C003888,Grocery,2025-02-04,8.02,3
O0021621,S0030,C003949,Grocery,2024-06-03,128.74,2
O0038629,S0054,C020314,Automotive,2024-10-08,42.14,4
O0015822,S0022,C021703,Fashion,2025-08-14,124.0,3
O0034732,S0049,C000739,Pet Supplies,2024-06-05,17.45,3
O0019178,S0027,C014051,Toys,2025-02-21,21.61,3
O0019891,S0028,C004576,Beauty,2024-09-19,21.01,3
O0007492,S0011,C002712,Toys,2025-12-02,37.59,1
O0018355,S0026,C013798,Electronics,2024-07-08,$46.42,2
O0014049,S0020,C009285,Toys,2024-08-28,27.14,2
O0018419,S0026,C001147,Electronics,2024-10-03,35.02,3
O0040282,S0057,C019942,Beauty,2024-05-09,19.86,4
O0018152,S0025,C002912,Automotive,2025-10-23,41.15,4
O0013518,S0019,C013275,Fashion,2025-05-17,42.93,1
O0017935,S0025,C021116,Automotive,04/16/2025,37.01,1
O0041624,S0058,C003491,Beauty,2025-07-31,45.72,3
O0024789,S0034,C000674,Beauty,2025-01-02,64.18,2
O0039870,S0056,C008098,Automotive,2025-01-28,$21.43,2
O0003971,S0006,C023803,Automotive,2025-06-16,58.97,1
O0038208,S0053,C002251,Books,2025-10-14,55.93,4
O0015941,S0022,C009039,Fashion,2025-11-20,28.53,2
O0027175,S0037,C015113,Grocery,08-Dec-2024,$51.94,3
O0036836,S0051,C014091,Sports,20-Dec-2025,66.81,2
O0021670,S0030,C020054,Grocery,2024-07-03,136.46,1
O0002553,S0004,C005740,Electronics,2025-11-15,$33.41,1
O0040470,S0057,C001645,Beauty,2024-11-24,29.2,4
O0034779,S0049,C011095,Pet Supplies,2024-08-25,31.03,3
O0011924,S0017,C013515,Fashion,2025-03-13,28.99,1
O0007904,S0012,C014498,Fashion,2024-10-05,33.85,4
O0032449,S0045,C001399,Automotive,2025-12-09,39.21,4
O0039092,S0054,C000537,Automotive,2025-10-19,$59.63,1
O0035041,S0049,C017858,Pet Supplies,20-Apr-2025,$29.90,1
O0023777,S0033,C007110,Grocery,03/22/2024,$23.13,3
O0032571,S0046,C011927,Sports,2024-03-02,$38.38,2
O0004274,S0007,C003190,Automotive,2024-05-05,$21.85,2
O0012248,S0017,C000370,Fashion,2025-11-09,44.55,3
O0040841,S0057,C000256,Beauty,2025-10-02,44.27,3
O0003259,S0005,C010588,Beauty,2025-12-05,$20.50,3
O0011912,S0017,C003818,Fashion,2025-02-27,30.61,1
O0014613,S0021,C018382,Beauty,06/11/2024,78.14,3
O0025230,S0035,C002127,Fashion,09-Mar-2024,$76.35,2
O0039762,S0056,C024982,Automotive,2024-07-06,$34.58,4
O0016377,S0023,C008987,Automotive,2024-11-09,68.56,2
O0029238,S0041,C015686,Automotive,2024-04-20,21.11,3
O0022322,S0031,C001674,Home & Kitchen,15-Jan-2024,70.87,3
O0013647,S0019,C013754,Fashion,2025-08-02,18.73,2
O0011102,S0016,C006788,Pet Supplies,2025-05-18,$26.80,4
O0039106,S0054,C019906,Automotive,2025-10-27,17.02,3
O0009616,S0014,C002735,Books,2025-10-26,17.62,1
O0037536,S0052,C004868,Pet Supplies,2025-05-15,31.5,4
O0023967,S0033,C000315,Grocery,2024-10-12,58.88,2
O0029213,S0041,C017181,Automotive,2024-02-26,$65.67,2
O0020089,S0028,C013647,Beauty,2025-01-06,41.87,4
O0017368,S0024,C009320,Grocery,2025-08-03,97.9,3
O0019677,S0028,C009595,Beauty,2024-05-05,130.33,2
O0007846,S0012,C013907,Fashion,2024-08-03,52.8,2
O0012001,S0017,C013476,Fashion,2025-05-21,23.86,4
O0016741,S0023,C018788,Automotive,2025-09-15,51.08,1
O0001158,S0003,C002236,Automotive,27-Mar-2024,41.23,4
O0005233,S0009,C005658,Electronics,2024-09-04,44.09,1
O0031719,S0045,C017697,Automotive,2024-08-09,37.92,1
O0022364,S0031,C016273,Home & Kitchen,02-Mar-2024,$24.54,3
O0039441,S0055,C004498,Books,2025-02-14,88.1,3
O0018883,S0027,C006497,Toys,05/20/2024,49.57,4
O0014957,S0021,C014610,Beauty,2025-11-29,$32.31,4
O0030305,S0042,C000970,Toys,2025-08-01,43.59,3
O0012613,S0018,C019621,Sports,2025-02-19,10.87,3
O0014737,S0021,C004967,Beauty,2024-12-17,97.48,2
O0040859,S0057,C021966,Beauty,09-Nov-2025,93.94,3
O0035352,S0050,C004766,Fashion,2024-02-07,$54.09,1
O0018268,S0026,C013801,Electronics,2024-03-23,85.37,2
O0001244,S0003,C014879,Automotive,2024-05-16,$26.37,3
O0031123,S0044,C010674,Sports,2024-11-13,84.43,3
O0001519,S0003,C011149,Automotive,2024-12-03,34.38,2
O0012922,S0019,C000211,Fashion,2024-02-10,$104.20,3
O0017925,S0025,C019171,Automotive,2025-04-05,59.79,2
O0013178,S0019,C014058,Fashion,2024-08-27,34.69,1
O0039288,S0055,C006490,Books,2024-06-05,35.65,1
O0035538,S0050,C019228,Fashion,2024-08-07,50.39,2
O0014506,S0021,C004628,Beauty,20-Feb-2024,12.65,2
O0002000,S0004,C005656,Electronics,2024-01-03,48.47,4
O0033617,S0047,C007540,Home & Kitchen,2024-10-29,34.84,1
O0020574,S0028,C011707,Beauty,2025-12-31,55.53,2
O0042029,S0059,C016348,Toys,2024-06-13,40.54,4
O0029487,S0041,C003850,Automotive,2025-07-26,55.07,1
O0018749,S0027,C001265,Toys,01/09/2024,51.38,3
O0022815,S0031,C006129,Home & Kitchen,2025-12-10,42.83,4
O0006426,S0010,C017163,Toys,2025-09-25,59.14,2
O0034722,S0049,C003468,Pet Supplies,2024-06-23,58.72,1
O0039176,S0054,C017050,Automotive,12/31/2025,40.78,4
O0034851,S0049,C016591,Pet Supplies,2024-10-23,25.96,4
O0026706,S0036,C015252,Home & Kitchen,2025-08-05,30.23,1
O0002119,S0004,C024758,Electronics,2024-05-20,$19.76,4
O0033921,S0048,C004856,Automotive,2024-01-31,$82.68,4
O0037276,S0052,C001721,Pet Supplies,2024-11-05,83.91,1
O0006778,S0011,C021233,Toys,2024-06-28,32.27,1
O0011763,S0017,C022508,Fashion,2024-10-21,106.59,2
O0040318,S0057,C007003,Beauty,06/15/2024,22.41,1
O0034794,S0049,C005929,Pet Supplies,06-Aug-2024,76.48,4
O0023584,S0032,C017555,Automotive,2025-09-24,112.28,4
O0008224,S0012,C017701,Fashion,2025-06-17,$52.41,3
O0029688,S0042,C011248,Toys,2024-04-24,68.44,2
O0017123,S0024,C023167,Grocery,2024-11-30,24.4,2
O0011389,S0016,C013594,Pet Supplies,12/15/2025,31.0,2
O0042123,S0059,C004237,Toys,2024-10-17,88.97,2
O0028748,S0040,C007874,Electronics,2024-06-14,44.97,3
O0039802,S0056,C019695,Automotive,09/28/2024,$42.92,1
O0011749,S0017,C004009,Fashion,2024-10-12,$73.30,2
O0005781,S0010,C001433,Toys,2024-06-06,$78.90,2
O0035872,S0050,C004487,Fashion,2025-07-29,68.64,3
O0033706,S0047,C002122,Home & Kitchen,02/01/2025,43.87,3
O0011781,S0017,C010848,Fashion,2024-11-30,38.3,3
O0001284,S0003,C008547,Automotive,2024-06-12,48.48,3
O0027985,S0038,C004312,Grocery,2025-05-04,$21.44,3
O0000430,S0001,C000957,Electronics,2025-09-13,30.51,2
O0000998,S0002,C019015,Home & Kitchen,2025-09-04,25.92,4
O0021162,S0029,C020449,Toys,2025-05-26,$45.39,3
O0028508,S0039,C003507,Automotive,2025-08-16,$87.17,4
O0002714,S0005,C014016,Beauty,2024-05-02,58.24,4
O0000309,S0001,C020620,Electronics,2025-03-23,66.99,1
O0008764,S0013,C003673,Pet Supplies,2025-06-12,21.6,4
O0041127,S0058,C013293,Beauty,2024-05-13,17.51,3
O0042494,S0059,C018042,Toys,2025-11-20,83.06,2
O0009630,S0014,C003949,Books,2025-11-17,56.62,4
O0020766,S0029,C008728,Toys,11-May-2024,79.84,2
O0013370,S0019,C010757,Fashion,2025-01-10,89.88,1
O0006671,S0011,C014662,Toys,08-Mar-2024,$34.80,3
O0010601,S0016,C020677,Pet Supplies,2024-04-20,49.27,4
O0004961,S0008,C013729,Pet Supplies,2025-07-03,59.9,3
O0026390,S0036,C010164,Home & Kitchen,13-Jan-2025,50.58,2
O0029681,S0042,C022294,Toys,2024-03-22,53.37,1
O0019254,S0027,,Toys,04/04/2025,29.0,3
O0036764,S0051,C013472,Sports,2025-10-25,68.13,3
O0002870,S0005,,Beauty,2024-11-22,37.47,2
O0038903,S0054,C004287,Automotive,2025-05-16,30.41,2
O0012707,S0018,C022952,Sports,2025-07-04,43.7,4
O0033678,S0047,C008622,Home & Kitchen,2025-01-18,96.08,1
O0035621,S0050,C003876,Fashion,06-Dec-2024,$101.65,1
O0023534,S0032,C016818,Automotive,2025-08-11,$112.78,2
O0030601,S0043,C015291,Home & Kitchen,08/20/2024,70.23,4
O0016259,S0023,C005090,Automotive,30-Aug-2024,32.53,3
O0004430,S0007,C013931,Automotive,2025-03-06,71.75,4
O0010697,S0016,C007874,Pet Supplies,2024-06-01,30.37,2
O0032215,S0045,C021959,Automotive,2025-07-25,$68.89,2
O0028964,S0040,C019430,Electronics,2025-04-15,18.76,2
O0040083,S0056,C006673,Automotive,17-Oct-2025,49.72,4
O0021098,S0029,C024217,Toys,2025-03-25,22.91,1
O0007064,S0011,C005837,Toys,02-Jan-2025,30.24,3
O0025435,S0035,C000104,Fashion,2024-10-25,34.6,4
O0025805,S0035,C001778,Fashion,2025-10-15,47.6,2
O0029911,S0042,C022729,Toys,2024-09-13,61.29,3
O0031441,S0045,C018507,Automotive,2024-01-14,45.69,1
O0008658,S0013,C008474,Pet Supplies,2024-11-10,16.28,3
O0015194,S0022,C022844,Fashion,2024-05-25,97.75,2
O0005964,S0010,C007775,Toys,2024-10-05,80.87,3
O0005234,S0009,C005975,Electronics,2024-09-13,70.84,1
O0015875,S0022,C008865,Fashion,2025-10-02,68.24,2
O0003613,S0006,C021870,Automotive,2024-08-19,47.67,1
O0021827,S0030,C018167,Grocery,29-Dec-2024,49.6,1
O0039801,S0056,C009010,Automotive,04-Sep-2024,17.94,2
O0002539,S0004,C018459,Electronics,2025-10-30,12.72,2
O0014653,S0021,C017281,Beauty,2024-08-31,23.34,2
O0040308,S0057,C004675,Beauty,2024-06-03,35.19,3
O0031807,S0045,C020998,Automotive,2024-10-16,75.75,1
O0019877,S0028,C021052,Beauty,2024-09-10,90.74,4
O0024383,S0033,C013941,Grocery,2025-12-17,40.08,3
O0003905,S0006,C022993,Automotive,2025-04-27,80.13,3
O0003772,S0006,C002204,Automotive,2024-12-12,23.83,1
O0017249,S0024,C009243,Grocery,2025-04-21,29.05,3
O0015968,S0022,C016135,Fashion,2025-12-20,52.61,1
O0040558,S0057,C002898,Beauty,2025-02-07,114.31,3
O0037014,S0052,C024087,Pet Supplies,2024-04-11,30.68,3
O0008951,S0014,C018921,Books,02/15/2024,46.85,4
O0042712,S0060,C015581,Books,2024-09-13,84.19,4
O0028531,S0039,C000684,Automotive,2025-09-09,22.57,3
O0011671,S0017,C015242,Fashion,2024-07-07,42.39,2
O0040004,S0056,C009374,Automotive,2025-06-28,29.8,1
O0011298,S0016,,Pet Supplies,2025-10-24,14.2,4
O0023746,S0033,C012967,Grocery,2024-02-26,37.9,3
O0017001,S0024,C017123,Grocery,2024-05-14,84.15,3
O0040569,S0057,,Beauty,2025-02-14,55.15,3
O0013307,S0019,C018473,Fashion,2024-12-24,12.56,3
O0042469,S0059,C001493,Toys,2025-10-16,24.78,3
O0019584,S0028,C018251,Beauty,2024-03-12,56.35,4
O0040302,S0057,C003623,Beauty,2024-06-21,18.31,1
O0014124,S0020,C002193,Toys,2024-11-26,54.44,3
O0028658,S0040,C006892,Electronics,2024-04-02,113.92,3
O0035291,S0049,C021260,Pet Supplies,2025-12-18,60.41,2
O0013045,S0019,C018428,Fashion,2024-05-24,52.26,2
O0018766,S0027,C020095,Toys,2024-01-23,60.55,4
O0020682,S0029,C022812,Toys,06-Mar-2024,19.75,4
O0011929,S0017,C002987,Fashion,2025-03-22,52.07,3
O0017475,S0025,C019436,Automotive,2024-02-19,88.37,1
O0000140,S0001,C003226,Electronics,2024-07-14,$112.47,1
O0039186,S0054,C019980,Automotive,2025-12-22,10.4,2
O0042288,S0059,C014448,Toys,2025-04-13,26.0,2
O0031109,S0044,C009339,Sports,2024-10-26,53.54,4
O0021610,S0030,C012631,Grocery,01-Jun-2024,33.9,2
O0014426,S0020,C020381,Toys,2025-11-18,-52.78,3
O0013338,S0019,C010850,Fashion,2024-12-17,$11.20,3
O0011188,S0016,C005409,Pet Supplies,2025-07-23,91.62,3
O0029906,S0042,C019104,Toys,2024-09-19,$60.05,4
O0036781,S0051,C006219,Sports,2025-11-08,56.34,3
O0035519,S0050,C001416,Fashion,2024-08-23,32.16,1
O0015774,S0022,C018674,Fashion,2025-07-26,$37.30,2
O0031204,S0044,C011385,Sports,2025-03-25,49.7,3
O0006562,S0011,C003627,Toys,2024-01-05,17.14,4
O0003705,S0006,C011927,Automotive,2024-11-07,88.64,1
O0026289,S0036,C005466,Home & Kitchen,2024-10-16,35.28,2
O0014211,S0020,C012880,Toys,2025-02-27,54.29,3
O0037667,S0052,C018723,Pet Supplies,2025-08-08,$16.31,4
O0006708,S0011,C011285,Toys,04/25/2024,25.25,3
O0005999,S0010,C016914,Toys,2024-11-25,116.59,4
O0005657,S0010,C007702,Toys,2024-03-24,104.76,4
O0005253,S0009,C006596,Electronics,26-Oct-2024,74.28,1
O0032433,S0045,C007046,Automotive,2025-12-16,17.29,1
O0028654,S0040,C005475,Electronics,2024-03-05,46.88,3
O0036213,S0051,C018419,Sports,2024-07-28,30.59,3
O0026649,S0036,C006407,Home & Kitchen,20-Jul-2025,41.68,4
O0026311,S0036,C017942,Home & Kitchen,2024-11-22,61.77,3
O0011219,S0016,C021132,Pet Supplies,2025-08-11,57.46,2
O0013135,S0019,C010419,Fashion,2024-07-12,55.84,2
O0020288,S0028,C002303,Beauty,2025-06-27,108.39,2
O0031820,S0045,C012552,Automotive,28-Oct-2024,49.47,2
O0033631,S0047,C016433,Home & Kitchen,2024-11-18,58.54,3
O0017985,S0025,C015426,Automotive,06/07/2025,72.32,4
O0021668,S0030,C021816,Grocery,07/20/2024,39.21,3
O0023814,S0033,C013989,Grocery,2024-04-08,69.75,1
O0021634,S0030,C013580,Grocery,2024-06-24,45.84,2
O0031138,S0044,C008968,Sports,12/24/2024,$70.46,4
O0006355,S0010,C005312,Toys,2025-07-11,72.49,2
O0034131,S0048,C017839,Automotive,2024-08-31,79.24,3
O0019636,S0028,C019135,Beauty,2024-04-23,$104.16,2
O0034488,S0048,C013928,Automotive,2025-10-09,54.8,3
O0021223,S0029,C017800,Toys,2025-06-19,$44.01,1
O0000726,S0002,C006776,Home & Kitchen,2024-10-22,$45.09,3
O0022486,S0031,C004527,Home & Kitchen,08/08/2024,$11.79,4
O0024651,S0034,C017236,Beauty,2024-08-30,33.26,2
O0004713,S0008,C013255,Pet Supplies,2024-07-04,45.54,2
O0029388,S0041,C004418,Automotive,02/28/2025,55.34,2
O0007922,S0012,C014888,Fashion,2024-10-05,$117.78,2
O0042366,S0059,C018308,Toys,2025-06-06,31.06,2
O0042596,S0060,C001121,Books,2024-03-21,46.18,1
O0022733,S0031,C024320,Home & Kitchen,14-Aug-2025,$20.60,1
O0025851,S0035,C019976,Fashion,2025-11-04,33.1,2
O0000184,S0001,C013985,Electronics,09/11/2024,$70.73,3
O0011610,S0017,C019290,Fashion,2024-06-08,66.43,4
O0011296,S0016,C024465,Pet Supplies,2025-10-19,36.41,3
O0013595,S0019,C023927,Fashion,2025-06-22,55.68,3
O0025791,S0035,C001806,Fashion,26-Sep-2025,$43.02,2
O0035684,S0050,C018344,Fashion,2025-02-04,10.81,2
O0008876,S0013,C000234,Pet Supplies,2025-11-02,61.4,1
O0017757,S0025,C002457,Automotive,2024-11-25,46.94,1
O0010903,S0016,C014580,Pet Supplies,2024-12-29,39.06,2
O0020085,S0028,C018047,Beauty,2025-01-15,68.24,1
O0007517,S0012,C024487,Fashion,2024-01-15,18.65,1
O0031598,S0045,C006898,Automotive,2024-04-29,73.22,3
O0038582,S0054,C023936,Automotive,2024-08-29,16.51,3
O0038830,S0054,C019311,Automotive,2025-03-04,59.99,2
O0022050,S0030,C015947,Grocery,2025-06-05,53.01,4
O0022462,S0031,C017913,Home & Kitchen,2024-07-26,31.18,2
O0009225,S0014,C017481,Books,15-Oct-2024,44.75,2
O0025423,S0035,C005839,Fashion,2024-09-06,25.22,2
O0009306,S0014,C012607,Books,12/23/2024,88.42,1
O0042516,S0059,C002739,Toys,11/02/2025,77.38,2
O0005424,S0009,C013118,Electronics,2025-06-02,$48.14,2
O0008436,S0012,C011929,Fashion,2025-12-28,144.27,2
O0023317,S0032,C010181,Automotive,2025-02-26,51.62,4
O0033077,S0046,C023428,Sports,06-Apr-2025,45.99,1
O0012554,S0018,C021134,Sports,11/06/2024,87.13,1
O0038518,S0054,C007917,Automotive,07/10/2024,40.75,3
O0042444,S0059,C015247,Toys,2025-09-20,$42.49,2
O0016043,S0023,C013649,Automotive,2024-02-19,77.35,2
O0014232,S0020,C019607,Toys,2025-03-28,$49.50,4
O0013521,S0019,C019885,Fashion,2025-05-23,30.25,1
O0034159,S0048,C020439,Automotive,2024-10-10,77.62,3
O0037779,S0052,C015089,Pet Supplies,2025-11-30,$65.00,1
O0030793,S0043,C000387,Home & Kitchen,2025-07-25,39.48,4
O0006710,S0011,C004398,Toys,2024-04-27,$60.35,1
O0032517,S0046,C019866,Sports,2024-02-09,30.97,4
O0011095,S0016,C018385,Pet Supplies,23-May-2025,24.46,1
O0007068,S0011,C001941,Toys,2025-01-16,17.17,3
O0011747,S0017,C009005,Fashion,2024-10-26,36.24,2
O0006595,S0011,C007758,Toys,2024-01-29,20.36,3
O0030246,S0042,C008607,Toys,2025-07-12,$40.24,2
O0029650,S0042,C004907,Toys,2024-03-06,45.33,1
O0033616,S0047,C018496,Home & Kitchen,2024-10-10,91.15,1
O0035867,S0050,C015252,Fashion,2025-07-19,$38.46,1
O0027451,S0037,C016183,Grocery,10/06/2025,$93.78,4
O0041338,S0058,C003764,Beauty,12/31/2024,21.33,4
O0023998,S0033,C013113,Grocery,2024-11-23,$30.69,2
O0013350,S0019,C016518,Fashion,2024-12-06,40.33,1
O0011911,S0017,C011816,Fashion,2025-02-13,$42.11,4
O0030547,S0043,C017259,Home & Kitchen,2024-05-22,57.85,4
O0023453,S0032,C019377,Automotive,06/19/2025,36.76,1
O0007505,S0012,C024208,Fashion,2024-01-04,88.98,2
O0006706,S0011,C013577,Toys,2024-04-08,71.84,2
O0038555,S0054,C022107,Automotive,08-Aug-2024,32.45,1
O0016633,S0023,C016596,Automotive,2025-05-13,33.84,4
O0041481,S0058,C013414,Beauty,2025-03-19,51.74,3
O0030691,S0043,C000534,Home & Kitchen,2025-01-16,$47.77,4
O0011435,S0017,C013643,Fashion,2024-01-08,$88.03,2
O0024180,S0033,C020733,Grocery,2025-05-24,46.62,1
O0038931,S0054,C018935,Automotive,2025-06-22,42.24,3
O0024100,S0033,C007928,Grocery,2025-03-24,38.34,2
O0028551,S0039,C017340,Automotive,10/03/2025,62.54,1
O0022224,S0030,C000934,Grocery,2025-10-18,$29.68,4
O0027378,S0037,C006385,Grocery,2025-07-20,33.19,3
