seller_id,month,total_orders,total_gmv,total_returns,avg_rating,avg_sentiment_score,pct_negative_reviews,review_count,return_rate,seller_name,category,region,return_rate_delta_vs_baseline,sentiment_delta_vs_baseline,trust_drift_flag,avg_response_time_hours
S0015,2025-12,43,2124.64,0,4.645161290322581,0.6870967741935484,0.0,31,0.0,"Zuniga, Wong and Lynch",Grocery,North,-0.035,-0.01,0,4.7
S0016,2024-01,33,1545.91,0,4.0,0.6233333333333334,0.0,6,0.0,"Sanchez, Ford and Nelson",Pet Supplies,East,-0.078,0.022,0,4.7
S0016,2024-02,37,2176.27,4,4.190476190476191,0.6519047619047619,0.0,21,0.108,"Sanchez, Ford and Nelson",Pet Supplies,East,0.03,0.05,0,9.1
S0016,2024-03,32,1569.64,4,4.08,0.53,0.0,25,0.125,"Sanchez, Ford and Nelson",Pet Supplies,East,0.047,-0.072,0,10.8
S0016,2024-04,40,2022.32,1,3.85,0.5165,0.0,20,0.025,"Sanchez, Ford and Nelson",Pet Supplies,East,-0.053,-0.085,0,3.9
S0016,2024-05,47,2294.98,2,4.285714285714286,0.6224999999999999,0.0,28,0.043,"Sanchez, Ford and Nelson",Pet Supplies,East,-0.035,0.021,0,6.2
S0016,2024-06,43,2047.19,5,4.269230769230769,0.661923076923077,0.0,26,0.116,"Sanchez, Ford and Nelson",Pet Supplies,East,0.038,0.06,0,11.4
S0016,2024-07,40,1816.2,3,4.25,0.5675,0.0,24,0.075,"Sanchez, Ford and Nelson",Pet Supplies,East,-0.003,-0.034,0,6.1
S0016,2024-08,35,1792.92,3,4.46875,0.708125,0.0,32,0.086,"Sanchez, Ford and Nelson",Pet Supplies,East,0.008,0.106,0,6.3
S0016,2024-09,46,2102.16,2,4.434782608695652,0.628695652173913,0.0,23,0.043,"Sanchez, Ford and Nelson",Pet Supplies,East,-0.035,0.027,0,6.7
S0016,2024-10,28,1284.08,1,4.2,0.6444,0.0,25,0.036,"Sanchez, Ford and Nelson",Pet Supplies,East,-0.042,0.043,0,7.7
S0016,2024-11,33,1613.51,0,3.9166666666666665,0.5033333333333333,0.0,24,0.0,"Sanchez, Ford and Nelson",Pet Supplies,East,-0.078,-0.098,0,5.0
S0016,2024-12,40,1688.12,1,4.117647058823529,0.5982352941176471,0.0,17,0.025,"Sanchez, Ford and Nelson",Pet Supplies,East,-0.053,-0.004,0,8.2
S0016,2025-01,35,1860.76,5,4.2727272727272725,0.67,0.0,22,0.143,"Sanchez, Ford and Nelson",Pet Supplies,East,0.065,0.068,0,11.1
S0016,2025-02,30,1533.62,1,4.3125,0.634375,0.0,16,0.033,"Sanchez, Ford and Nelson",Pet Supplies,East,-0.045,0.033,0,7.6
S0016,2025-03,41,2213.3,0,4.5,0.6555,0.0,20,0.0,"Sanchez, Ford and Nelson",Pet Supplies,East,-0.078,0.054,0,6.0
S0016,2025-04,35,1813.17,3,4.304347826086956,0.6634782608695652,0.0,23,0.086,"Sanchez, Ford and Nelson",Pet Supplies,East,0.008,0.062,0,11.9
S0016,2025-05,48,2503.26,2,4.071428571428571,0.6275000000000001,0.0357142857142857,28,0.042,"Sanchez, Ford and Nelson",Pet Supplies,East,-0.036,0.026,0,6.0
S0016,2025-06,40,1994.65,4,4.352941176470588,0.5735294117647058,0.0,17,0.1,"Sanchez, Ford and Nelson",Pet Supplies,East,0.022,-0.028,0,4.6
S0016,2025-07,43,2288.82,3,3.7142857142857135,0.415,0.0714285714285714,28,0.07,"Sanchez, Ford and Nelson",Pet Supplies,East,-0.008,-0.187,0,10.1
S0016,2025-08,35,1661.28,2,3.7142857142857135,0.43,0.0357142857142857,28,0.057,"Sanchez, Ford and Nelson",Pet Supplies,East,-0.021,-0.172,0,6.0
S0016,2025-09,47,2214.1,3,3.52,0.32,0.08,25,0.064,"Sanchez, Ford and Nelson",Pet Supplies,East,-0.014,-0.282,0,7.2
S0016,2025-10,35,1541.89,3,3.7916666666666665,0.4516666666666666,0.0,24,0.086,"Sanchez, Ford and Nelson",Pet Supplies,East,0.008,-0.15,0,10.1
S0016,2025-11,53,2554.41,7,3.72,0.4368,0.04,25,0.132,"Sanchez, Ford and Nelson",Pet Supplies,East,0.054,-0.165,1,6.3
S0016,2025-12,32,1458.44,3,3.260869565217391,0.1852173913043478,0.0869565217391304,23,0.094,"Sanchez, Ford and Nelson",Pet Supplies,East,0.016,-0.417,0,5.8
S0017,2024-01,33,1835.99,2,3.727272727272727,0.4690909090909091,0.0,11,0.061,"Hawkins, Cohen and Cameron",Fashion,North,-0.07,0.017,0,4.1
S0017,2024-02,33,1582.53,3,4.227272727272728,0.6390909090909092,0.0454545454545454,22,0.091,"Hawkins, Cohen and Cameron",Fashion,North,-0.04,0.187,0,6.5
S0017,2024-03,33,1624.45,8,3.619047619047619,0.2480952380952381,0.0952380952380952,21,0.242,"Hawkins, Cohen and Cameron",Fashion,North,0.111,-0.204,1,13.5
S0017,2024-04,42,2190.48,3,3.9565217391304346,0.491304347826087,0.1304347826086956,23,0.071,"Hawkins, Cohen and Cameron",Fashion,North,-0.06,0.039,0,8.2
S0017,2024-05,43,2209.31,1,4.090909090909091,0.5890909090909091,0.0,33,0.023,"Hawkins, Cohen and Cameron",Fashion,North,-0.108,0.137,0,6.2
S0017,2024-06,45,2387.42,3,4.2105263157894735,0.6426315789473684,0.0,19,0.067,"Hawkins, Cohen and Cameron",Fashion,North,-0.064,0.191,0,4.6
S0017,2024-07,37,1624.77,1,4.25925925925926,0.5840740740740741,0.0,27,0.027,"Hawkins, Cohen and Cameron",Fashion,North,-0.104,0.132,0,1.7
S0017,2024-08,40,1942.76,1,4.227272727272728,0.7518181818181818,0.0,22,0.025,"Hawkins, Cohen and Cameron",Fashion,North,-0.106,0.3,0,5.9
S0017,2024-09,30,1527.04,3,4.269230769230769,0.5773076923076923,0.0,26,0.1,"Hawkins, Cohen and Cameron",Fashion,North,-0.031,0.125,0,7.4
S0017,2024-10,34,1833.61,1,3.882352941176471,0.5341176470588236,0.0588235294117647,17,0.029,"Hawkins, Cohen and Cameron",Fashion,North,-0.102,0.082,0,6.8
S0017,2024-11,30,1680.77,4,4.647058823529412,0.7994117647058824,0.0,17,0.133,"Hawkins, Cohen and Cameron",Fashion,North,0.002,0.347,0,10.5
S0017,2024-12,32,1758.12,1,4.368421052631579,0.68,0.0,19,0.031,"Hawkins, Cohen and Cameron",Fashion,North,-0.1,0.228,0,6.2
S0017,2025-01,39,2249.87,0,4.533333333333333,0.512,0.0,15,0.0,"Hawkins, Cohen and Cameron",Fashion,North,-0.131,0.06,0,6.4
S0017,2025-02,36,1778.47,1,4.238095238095238,0.5657142857142857,0.0,21,0.028,"Hawkins, Cohen and Cameron",Fashion,North,-0.103,0.114,0,6.3
S0017,2025-03,40,2050.94,4,4.125,0.6725,0.0,24,0.1,"Hawkins, Cohen and Cameron",Fashion,North,-0.031,0.22,0,9.2
S0017,2025-04,43,2209.03,8,3.92,0.5052,0.08,25,0.186,"Hawkins, Cohen and Cameron",Fashion,North,0.055,0.053,0,9.7
S0017,2025-05,41,2057.45,7,3.9,0.53,0.05,20,0.171,"Hawkins, Cohen and Cameron",Fashion,North,0.04,0.078,0,10.1
S0017,2025-06,38,1876.51,2,4.125,0.5883333333333333,0.0416666666666666,24,0.053,"Hawkins, Cohen and Cameron",Fashion,North,-0.078,0.136,0,7.1
S0017,2025-07,33,1683.6,2,4.068965517241379,0.5548275862068965,0.0,29,0.061,"Hawkins, Cohen and Cameron",Fashion,North,-0.07,0.103,0,8.4
S0017,2025-08,39,1759.88,3,3.809523809523809,0.4852380952380952,0.0476190476190476,21,0.077,"Hawkins, Cohen and Cameron",Fashion,North,-0.054,0.033,0,6.8
S0017,2025-09,45,2706.56,8,3.6666666666666665,0.3185185185185185,0.1111111111111111,27,0.178,"Hawkins, Cohen and Cameron",Fashion,North,0.047,-0.134,0,11.6
S0017,2025-10,31,1853.05,5,3.565217391304348,0.3778260869565217,0.0434782608695652,23,0.161,"Hawkins, Cohen and Cameron",Fashion,North,0.03,-0.074,0,9.7
S0017,2025-11,38,1731.0,4,3.2857142857142856,0.2221428571428571,0.2142857142857142,14,0.105,"Hawkins, Cohen and Cameron",Fashion,North,-0.026,-0.23,0,8.1
S0017,2025-12,25,1249.23,1,3.380952380952381,0.2971428571428571,0.0952380952380952,21,0.04,"Hawkins, Cohen and Cameron",Fashion,North,-0.091,-0.155,0,7.8
S0018,2024-01,23,1330.61,0,4.307692307692308,0.7100000000000001,0.0,13,0.0,Underwood LLC,Sports,North,-0.016,0.027,0,1.4
S0018,2024-02,21,891.9499999999999,1,4.181818181818182,0.56,0.0,11,0.048,Underwood LLC,Sports,North,0.032,-0.123,0,4.2
S0018,2024-03,20,901.07,0,4.5,0.7778571428571429,0.0,14,0.0,Underwood LLC,Sports,North,-0.016,0.095,0,2.3
S0018,2024-04,32,1553.07,4,3.6666666666666665,0.2966666666666666,0.1666666666666666,18,0.125,Underwood LLC,Sports,North,0.109,-0.386,1,4.8
S0018,2024-05,17,947.98,4,3.7058823529411766,0.3464705882352941,0.0,17,0.235,Underwood LLC,Sports,North,0.219,-0.336,1,11.3
S0018,2024-06,24,1258.44,5,4.0,0.4983333333333333,0.0,12,0.208,Underwood LLC,Sports,North,0.192,-0.184,1,13.0
S0018,2024-07,23,1083.73,7,3.083333333333333,0.1358333333333333,0.1666666666666666,12,0.304,Underwood LLC,Sports,North,0.288,-0.547,1,14.2
S0018,2024-08,23,1210.55,5,3.533333333333333,0.2833333333333333,0.1333333333333333,15,0.217,Underwood LLC,Sports,North,0.201,-0.399,1,12.3
S0018,2024-09,31,1491.29,2,3.3529411764705883,0.1423529411764705,0.2352941176470588,17,0.065,Underwood LLC,Sports,North,0.049,-0.54,0,9.0
S0018,2024-10,30,1557.65,5,3.5217391304347827,0.2708695652173913,0.0869565217391304,23,0.167,Underwood LLC,Sports,North,0.151,-0.412,1,12.7
S0018,2024-11,27,1247.9,1,4.071428571428571,0.5307142857142857,0.0,14,0.037,Underwood LLC,Sports,North,0.021,-0.152,0,6.1
S0018,2024-12,19,904.41,0,3.8125,0.43,0.0625,16,0.0,Underwood LLC,Sports,North,-0.016,-0.253,0,7.4
S0018,2025-01,17,768.0500000000001,1,3.0,0.0207692307692307,0.2307692307692307,13,0.059,Underwood LLC,Sports,North,0.043,-0.662,0,7.1
S0018,2025-02,20,937.66,2,3.1,0.054,0.2,10,0.1,Underwood LLC,Sports,North,0.084,-0.629,1,6.7
S0018,2025-03,25,1411.54,3,2.466666666666667,-0.3339999999999999,0.5333333333333333,15,0.12,Underwood LLC,Sports,North,0.104,-1.017,1,7.8
S0018,2025-04,20,814.88,3,2.8421052631578947,-0.0821052631578947,0.2631578947368421,19,0.15,Underwood LLC,Sports,North,0.134,-0.765,1,7.1
S0018,2025-05,24,1358.71,0,3.5,0.2733333333333333,0.2222222222222222,18,0.0,Underwood LLC,Sports,North,-0.016,-0.409,0,3.4
S0018,2025-06,22,1041.06,2,3.5,0.3928571428571428,0.0,14,0.091,Underwood LLC,Sports,North,0.075,-0.29,1,7.3
S0018,2025-07,21,970.22,4,3.625,0.41625,0.0625,16,0.19,Underwood LLC,Sports,North,0.174,-0.266,1,12.5
S0018,2025-08,26,1237.36,0,3.7857142857142856,0.485,0.0,14,0.0,Underwood LLC,Sports,North,-0.016,-0.198,0,8.1
S0018,2025-09,25,1286.39,1,3.2777777777777777,0.1177777777777777,0.1666666666666666,18,0.04,Underwood LLC,Sports,North,0.024,-0.565,0,3.8
S0018,2025-10,28,1481.87,3,3.117647058823529,0.1176470588235294,0.1176470588235294,17,0.107,Underwood LLC,Sports,North,0.091,-0.565,1,9.1
S0018,2025-11,20,1040.88,2,3.642857142857143,0.1085714285714285,0.2142857142857142,14,0.1,Underwood LLC,Sports,North,0.084,-0.574,1,6.3
S0018,2025-12,32,1697.44,0,4.380952380952381,0.5823809523809524,0.0,21,0.0,Underwood LLC,Sports,North,-0.016,-0.1,0,5.9
S0019,2024-01,36,1784.84,4,2.7333333333333334,-0.0993333333333333,0.2666666666666666,15,0.111,Clark PLC,Fashion,West,0.002,-0.17,0,8.3
S0019,2024-02,33,1582.2,5,3.1666666666666665,0.1338888888888889,0.1111111111111111,18,0.152,Clark PLC,Fashion,West,0.043,0.064,0,6.6
S0019,2024-03,47,2272.33,3,3.2962962962962963,0.1762962962962962,0.1481481481481481,27,0.064,Clark PLC,Fashion,West,-0.045,0.106,0,8.7
S0019,2024-04,48,2235.6,7,3.206896551724138,0.213448275862069,0.1379310344827586,29,0.146,Clark PLC,Fashion,West,0.037,0.143,0,8.6
S0019,2024-05,44,2414.7,8,3.290322580645161,0.1987096774193548,0.1935483870967742,31,0.182,Clark PLC,Fashion,West,0.073,0.128,0,9.9
S0019,2024-06,37,1894.86,4,3.388888888888889,0.1211111111111111,0.1666666666666666,18,0.108,Clark PLC,Fashion,West,-0.001,0.051,0,6.5
S0019,2024-07,39,2344.59,5,3.586206896551724,0.3286206896551724,0.0689655172413793,29,0.128,Clark PLC,Fashion,West,0.019,0.258,0,7.9
S0019,2024-08,50,2481.95,6,3.592592592592593,0.327037037037037,0.074074074074074,27,0.12,Clark PLC,Fashion,West,0.011,0.257,0,9.6
S0019,2024-09,44,2401.17,6,3.7586206896551726,0.4844827586206897,0.0344827586206896,29,0.136,Clark PLC,Fashion,West,0.027,0.414,0,9.0
S0019,2024-10,45,2191.45,5,3.5,0.3397058823529412,0.088235294117647,34,0.111,Clark PLC,Fashion,West,0.002,0.269,0,9.1
S0019,2024-11,24,1207.22,3,3.8,0.5533333333333333,0.0,15,0.125,Clark PLC,Fashion,West,0.016,0.483,0,9.7
S0019,2024-12,45,2090.96,3,3.85,0.5735,0.05,20,0.067,Clark PLC,Fashion,West,-0.042,0.503,0,9.5
S0019,2025-01,30,1496.11,2,3.8846153846153846,0.44,0.0384615384615384,26,0.067,Clark PLC,Fashion,West,-0.042,0.37,0,6.5
S0019,2025-02,43,2281.55,0,4.1,0.5725,0.0,20,0.0,Clark PLC,Fashion,West,-0.109,0.502,0,2.3
S0019,2025-03,47,2422.91,2,4.217391304347826,0.6008695652173913,0.0,23,0.043,Clark PLC,Fashion,West,-0.066,0.531,0,8.3
S0019,2025-04,47,2444.76,3,4.242424242424242,0.6603030303030303,0.0,33,0.064,Clark PLC,Fashion,West,-0.045,0.59,0,6.5
S0019,2025-05,37,1708.92,2,4.266666666666667,0.6579999999999999,0.0,15,0.054,Clark PLC,Fashion,West,-0.055,0.588,0,8.7
S0019,2025-06,45,2142.63,4,3.8181818181818175,0.3736363636363636,0.0,22,0.089,Clark PLC,Fashion,West,-0.02,0.303,0,8.5
S0019,2025-07,36,1695.16,2,4.4,0.6572,0.0,25,0.056,Clark PLC,Fashion,West,-0.053,0.587,0,6.6
S0019,2025-08,43,2129.25,0,4.142857142857143,0.5104761904761905,0.0,21,0.0,Clark PLC,Fashion,West,-0.109,0.44,0,5.6
S0019,2025-09,46,2204.1,0,4.275862068965517,0.6251724137931034,0.0,29,0.0,Clark PLC,Fashion,West,-0.109,0.555,0,8.5
S0019,2025-10,45,2477.95,1,4.125,0.5871875,0.03125,32,0.022,Clark PLC,Fashion,West,-0.087,0.517,0,9.4
S0019,2025-11,49,2476.92,0,4.483870967741935,0.6512903225806452,0.0,31,0.0,Clark PLC,Fashion,West,-0.109,0.581,0,5.1
S0019,2025-12,50,2477.89,2,4.612903225806452,0.6983870967741935,0.0,31,0.04,Clark PLC,Fashion,West,-0.069,0.628,0,6.6
S0020,2024-01,21,1179.56,0,4.5,0.6966666666666667,0.0,6,0.0,Lewis-Porter,Toys,South,-0.046,0.03,0,6.9
S0020,2024-02,28,1157.29,2,4.333333333333333,0.6377777777777778,0.0,18,0.071,Lewis-Porter,Toys,South,0.025,-0.029,0,5.7
S0020,2024-03,30,1665.49,2,4.5,0.6644444444444444,0.0,18,0.067,Lewis-Porter,Toys,South,0.021,-0.002,0,7.7
S0020,2024-04,28,1525.53,3,4.083333333333333,0.5141666666666667,0.0,12,0.107,Lewis-Porter,Toys,South,0.061,-0.152,1,8.4
S0020,2024-05,23,1146.95,2,4.529411764705882,0.6788235294117646,0.0,17,0.087,Lewis-Porter,Toys,South,0.041,0.013,0,8.3
S0020,2024-06,24,1337.55,2,4.75,0.7525,0.0,12,0.083,Lewis-Porter,Toys,South,0.037,0.086,0,6.2
S0020,2024-07,25,1374.57,1,4.352941176470588,0.65,0.0,17,0.04,Lewis-Porter,Toys,South,-0.006,-0.016,0,3.4
S0020,2024-08,25,1227.81,1,4.333333333333333,0.6193333333333334,0.0,15,0.04,Lewis-Porter,Toys,South,-0.006,-0.047,0,2.5
S0020,2024-09,24,1268.37,1,4.2,0.5135,0.05,20,0.042,Lewis-Porter,Toys,South,-0.004,-0.153,0,4.3
S0020,2024-10,25,1293.98,3,4.25,0.5975,0.0,16,0.12,Lewis-Porter,Toys,South,0.074,-0.069,0,8.0
S0020,2024-11,31,1365.96,1,4.684210526315789,0.6678947368421052,0.0,19,0.032,Lewis-Porter,Toys,South,-0.014,0.002,0,5.5
S0020,2024-12,24,1317.98,0,4.375,0.58875,0.0,16,0.0,Lewis-Porter,Toys,South,-0.046,-0.078,0,8.5
S0020,2025-01,20,979.56,3,4.411764705882353,0.7088235294117647,0.0,17,0.15,Lewis-Porter,Toys,South,0.104,0.043,0,11.8
S0020,2025-02,23,1082.07,2,4.666666666666667,0.6544444444444445,0.0,9,0.087,Lewis-Porter,Toys,South,0.041,-0.012,0,6.1
S0020,2025-03,20,888.04,0,3.8333333333333335,0.4766666666666666,0.0,6,0.0,Lewis-Porter,Toys,South,-0.046,-0.19,0,5.6
S0020,2025-04,26,1223.19,2,4.545454545454546,0.6527272727272727,0.0,11,0.077,Lewis-Porter,Toys,South,0.031,-0.014,0,6.7
S0020,2025-05,22,1227.2,1,4.375,0.5775,0.0,16,0.045,Lewis-Porter,Toys,South,-0.001,-0.089,0,5.9
S0020,2025-06,39,2394.03,2,4.631578947368421,0.6721052631578948,0.0,19,0.051,Lewis-Porter,Toys,South,0.005,0.006,0,7.0
S0020,2025-07,11,473.12,0,4.6,0.725,0.0,10,0.0,Lewis-Porter,Toys,South,-0.046,0.059,0,6.1
S0020,2025-08,29,1433.8,2,4.461538461538462,0.6784615384615384,0.0,13,0.069,Lewis-Porter,Toys,South,0.023,0.012,0,6.6
S0020,2025-09,26,1421.11,2,4.388888888888889,0.71,0.0,18,0.077,Lewis-Porter,Toys,South,0.031,0.044,0,9.4
S0020,2025-10,25,968.02,3,4.294117647058823,0.6447058823529412,0.0588235294117647,17,0.12,Lewis-Porter,Toys,South,0.074,-0.022,0,6.8
S0020,2025-11,24,1395.08,0,4.416666666666667,0.6466666666666666,0.0,12,0.0,Lewis-Porter,Toys,South,-0.046,-0.02,0,5.0
S0020,2025-12,24,1309.34,2,4.3,0.687,0.0,10,0.083,Lewis-Porter,Toys,South,0.037,0.021,0,12.3
S0021,2024-01,24,1019.7,2,4.3,0.61,0.0,10,0.083,"Ellis, Baker and Wright",Beauty,East,0.001,-0.031,0,8.1
S0021,2024-02,28,1140.2,3,4.416666666666667,0.6608333333333333,0.0,12,0.107,"Ellis, Baker and Wright",Beauty,East,0.025,0.02,0,11.0
S0021,2024-03,18,898.87,1,4.357142857142857,0.6514285714285714,0.0,14,0.056,"Ellis, Baker and Wright",Beauty,East,-0.026,0.011,0,7.0
S0021,2024-04,26,1322.43,5,4.307692307692308,0.6507692307692309,0.0,13,0.192,"Ellis, Baker and Wright",Beauty,East,0.11,0.01,0,12.2
S0021,2024-05,25,1020.02,2,4.0,0.4847368421052632,0.0,19,0.08,"Ellis, Baker and Wright",Beauty,East,-0.002,-0.156,0,7.5
S0021,2024-06,28,1338.1699999999998,2,4.222222222222222,0.7511111111111111,0.0,9,0.071,"Ellis, Baker and Wright",Beauty,East,-0.011,0.11,0,7.0
S0021,2024-07,22,1319.48,1,4.066666666666666,0.486,0.0,15,0.045,"Ellis, Baker and Wright",Beauty,East,-0.037,-0.155,0,5.0
S0021,2024-08,25,1149.34,2,3.7857142857142856,0.4671428571428571,0.0,14,0.08,"Ellis, Baker and Wright",Beauty,East,-0.002,-0.174,0,8.3
S0021,2024-09,16,702.3000000000001,1,3.5,0.315,0.0,4,0.062,"Ellis, Baker and Wright",Beauty,East,-0.02,-0.326,0,5.5
S0021,2024-10,28,1108.08,7,3.6,0.3653333333333333,0.0666666666666666,15,0.25,"Ellis, Baker and Wright",Beauty,East,0.168,-0.275,1,14.2
S0021,2024-11,22,1007.64,5,3.588235294117647,0.3211764705882353,0.0,17,0.227,"Ellis, Baker and Wright",Beauty,East,0.145,-0.32,1,14.2
S0021,2024-12,15,874.92,1,3.333333333333333,0.2288888888888889,0.0,9,0.067,"Ellis, Baker and Wright",Beauty,East,-0.015,-0.412,0,7.8
S0021,2025-01,19,997.88,2,3.642857142857143,0.3321428571428572,0.0714285714285714,14,0.105,"Ellis, Baker and Wright",Beauty,East,0.023,-0.309,0,7.8
S0021,2025-02,21,1055.57,3,3.8461538461538463,0.4761538461538461,0.0,13,0.143,"Ellis, Baker and Wright",Beauty,East,0.061,-0.165,1,10.4
S0021,2025-03,21,864.87,0,3.7,0.395,0.1,10,0.0,"Ellis, Baker and Wright",Beauty,East,-0.082,-0.246,0,4.4
S0021,2025-04,20,1305.08,3,3.5,0.2283333333333333,0.0833333333333333,12,0.15,"Ellis, Baker and Wright",Beauty,East,0.068,-0.412,1,11.5
S0021,2025-05,26,1352.86,7,3.5,0.3299999999999999,0.125,16,0.269,"Ellis, Baker and Wright",Beauty,East,0.187,-0.311,1,10.3
S0021,2025-06,21,996.23,3,3.363636363636364,0.2781818181818182,0.0,11,0.143,"Ellis, Baker and Wright",Beauty,East,0.061,-0.363,1,9.0
S0021,2025-07,21,1217.16,5,3.5,0.3307142857142857,0.0714285714285714,14,0.238,"Ellis, Baker and Wright",Beauty,East,0.156,-0.31,1,9.0
S0021,2025-08,23,1227.33,4,3.1666666666666665,0.1175,0.25,12,0.174,"Ellis, Baker and Wright",Beauty,East,0.092,-0.523,1,7.9
S0021,2025-09,22,1202.06,6,3.1818181818181817,0.2218181818181818,0.2727272727272727,11,0.273,"Ellis, Baker and Wright",Beauty,East,0.191,-0.419,1,16.2
S0021,2025-10,18,904.17,6,2.875,-0.0637499999999999,0.25,16,0.333,"Ellis, Baker and Wright",Beauty,East,0.251,-0.705,1,17.3
S0021,2025-11,24,1255.33,7,2.2666666666666666,-0.4053333333333333,0.6666666666666666,15,0.292,"Ellis, Baker and Wright",Beauty,East,0.21,-1.046,1,13.0
S0021,2025-12,26,1368.85,8,2.933333333333333,0.0146666666666666,0.2,15,0.308,"Ellis, Baker and Wright",Beauty,East,0.226,-0.626,1,12.2
S0022,2024-01,49,2534.04,8,4.533333333333333,0.6473333333333334,0.0,15,0.163,Burgess-Patterson,Fashion,Central,0.05,0.051,0,4.9
S0022,2024-02,37,1708.0,0,4.48,0.6448,0.0,25,0.0,Burgess-Patterson,Fashion,Central,-0.113,0.048,0,4.0
S0022,2024-03,34,1393.39,6,3.947368421052632,0.4968421052631578,0.0526315789473684,19,0.176,Burgess-Patterson,Fashion,Central,0.063,-0.099,0,15.0
S0022,2024-04,53,2700.06,7,3.875,0.3483333333333333,0.125,24,0.132,Burgess-Patterson,Fashion,Central,0.019,-0.248,0,10.0
S0022,2024-05,47,2654.94,16,4.290322580645161,0.4964516129032258,0.0967741935483871,31,0.34,Burgess-Patterson,Fashion,Central,0.227,-0.1,0,14.9
S0022,2024-06,42,2103.27,7,4.0,0.3404166666666666,0.0833333333333333,24,0.167,Burgess-Patterson,Fashion,Central,0.054,-0.256,1,11.2
S0022,2024-07,34,1475.14,3,4.25,0.6008333333333333,0.0,24,0.088,Burgess-Patterson,Fashion,Central,-0.025,0.005,0,5.0
S0022,2024-08,36,1683.19,0,3.7777777777777777,0.4177777777777777,0.0,27,0.0,Burgess-Patterson,Fashion,Central,-0.113,-0.179,0,4.5
S0022,2024-09,44,2141.93,2,4.214285714285714,0.5696428571428571,0.0357142857142857,28,0.045,Burgess-Patterson,Fashion,Central,-0.068,-0.027,0,6.6
S0022,2024-10,29,1496.75,6,3.736842105263158,0.3557894736842105,0.2631578947368421,19,0.207,Burgess-Patterson,Fashion,Central,0.094,-0.241,1,11.5
S0022,2024-11,47,2494.65,9,4.285714285714286,0.5039285714285714,0.0,28,0.191,Burgess-Patterson,Fashion,Central,0.078,-0.092,0,12.5
S0022,2024-12,53,2903.09,1,4.035714285714286,0.5842857142857143,0.0,28,0.019,Burgess-Patterson,Fashion,Central,-0.094,-0.012,0,6.2
S0022,2025-01,43,2125.01,4,3.612903225806452,0.3748387096774193,0.1612903225806451,31,0.093,Burgess-Patterson,Fashion,Central,-0.02,-0.221,0,9.2
S0022,2025-02,32,1524.97,2,3.2857142857142856,0.1433333333333333,0.238095238095238,21,0.062,Burgess-Patterson,Fashion,Central,-0.051,-0.453,0,5.7
S0022,2025-03,34,1406.49,2,3.0,0.1385,0.35,20,0.059,Burgess-Patterson,Fashion,Central,-0.054,-0.458,0,8.5
S0022,2025-04,37,1512.1,2,2.833333333333333,-0.1683333333333333,0.3333333333333333,18,0.054,Burgess-Patterson,Fashion,Central,-0.059,-0.765,0,9.7
S0022,2025-05,50,2412.39,1,2.833333333333333,-0.0973333333333333,0.2666666666666666,30,0.02,Burgess-Patterson,Fashion,Central,-0.093,-0.694,0,3.9
S0022,2025-06,33,1296.31,0,3.064516129032258,0.1083870967741935,0.1612903225806451,31,0.0,Burgess-Patterson,Fashion,Central,-0.113,-0.488,0,3.4
S0022,2025-07,53,2302.44,0,4.535714285714286,0.5660714285714286,0.0357142857142857,28,0.0,Burgess-Patterson,Fashion,Central,-0.113,-0.03,0,7.4
S0022,2025-08,35,1747.0,1,4.275862068965517,0.5386206896551724,0.0344827586206896,29,0.029,Burgess-Patterson,Fashion,Central,-0.084,-0.058,0,5.6
S0022,2025-09,35,1570.57,9,3.692307692307693,0.4138461538461538,0.0769230769230769,26,0.257,Burgess-Patterson,Fashion,Central,0.144,-0.182,1,15.8
S0022,2025-10,49,2586.05,10,3.5,0.3218181818181818,0.0909090909090909,22,0.204,Burgess-Patterson,Fashion,Central,0.091,-0.275,1,10.7
S0022,2025-11,33,1438.3,14,3.363636363636364,0.1972727272727272,0.1363636363636363,22,0.424,Burgess-Patterson,Fashion,Central,0.311,-0.399,1,21.2
S0022,2025-12,37,1881.01,0,3.066666666666667,0.0883333333333333,0.2,30,0.0,Burgess-Patterson,Fashion,Central,-0.113,-0.508,0,5.2
S0023,2024-01,37,1583.12,2,4.466666666666667,0.6739999999999999,0.0,15,0.054,Robinson-Bright,Automotive,South,0.036,0.011,0,7.2
S0023,2024-02,41,2012.43,0,4.592592592592593,0.7233333333333334,0.0,27,0.0,Robinson-Bright,Automotive,South,-0.018,0.06,0,7.8
S0023,2024-03,32,1517.5,0,4.35,0.593,0.0,20,0.0,Robinson-Bright,Automotive,South,-0.018,-0.07,0,4.3
S0023,2024-04,28,1352.37,1,4.466666666666667,0.6173333333333333,0.0,15,0.036,Robinson-Bright,Automotive,South,0.018,-0.046,0,4.5
S0023,2024-05,43,2338.74,3,4.0,0.5445833333333333,0.0,24,0.07,Robinson-Bright,Automotive,South,0.052,-0.119,0,6.4
S0023,2024-06,41,1998.99,2,4.041666666666667,0.53625,0.0,24,0.049,Robinson-Bright,Automotive,South,0.031,-0.127,0,7.4
S0023,2024-07,41,2040.52,1,4.423076923076923,0.6676923076923077,0.0,26,0.024,Robinson-Bright,Automotive,South,0.006,0.004,0,2.9
S0023,2024-08,40,2006.84,1,4.125,0.54125,0.0,24,0.025,Robinson-Bright,Automotive,South,0.007,-0.122,0,6.9
