review_id,seller_id,category,review_date,rating,review_text,sentiment_score,sentiment_category
REV00805,CircuitWorld,Electronics,2025-08-30,5,Solid build and easy set up.,0.36,Positive
REV00806,CircuitWorld,Electronics,2025-08-27,5,"Excellent phone, battery lasts 2 days!",0.65,Positive
REV00807,CircuitWorld,Electronics,2025-08-31,4,"Amazing sound quality, best headphones ever.",0.89,Positive
REV00808,CircuitWorld,Electronics,2025-09-08,4,"Excellent phone, battery lasts 2 days!",0.36,Positive
REV00809,CircuitWorld,Electronics,2025-09-07,4,Solid build and easy set up.,0.48,Positive
REV00810,CircuitWorld,Electronics,2025-09-08,3,Average quality for the price.,0.28,Neutral
REV00811,CircuitWorld,Electronics,2025-09-13,5,"Highly recommend this gadget, works flawlessly.",0.57,Positive
REV00812,CircuitWorld,Electronics,2025-09-14,4,"Excellent phone, battery lasts 2 days!",0.44,Positive
REV00813,CircuitWorld,Electronics,2025-09-11,4,"Highly recommend this gadget, works flawlessly.",0.65,Positive
REV00814,CircuitWorld,Electronics,2025-09-18,5,"Amazing sound quality, best headphones ever.",0.5,Positive
REV00815,CircuitWorld,Electronics,2025-09-21,3,"Product is okay, nothing special.",0.24,Neutral
REV00816,CircuitWorld,Electronics,2025-09-21,2,Arrived damaged and scratched. Packaging was terrible.,-0.75,Negative
REV00817,CircuitWorld,Electronics,2025-09-28,5,Solid build and easy set up.,0.32,Positive
REV00818,CircuitWorld,Electronics,2025-09-24,5,Solid build and easy set up.,0.59,Positive
REV00819,CircuitWorld,Electronics,2025-09-27,4,"Amazing sound quality, best headphones ever.",0.69,Positive
REV00820,CircuitWorld,Electronics,2025-10-03,4,"Amazing sound quality, best headphones ever.",0.86,Positive
REV00821,CircuitWorld,Electronics,2025-10-06,4,"Highly recommend this gadget, works flawlessly.",0.51,Positive
REV00822,CircuitWorld,Electronics,2025-10-03,5,"Excellent phone, battery lasts 2 days!",0.63,Positive
REV00823,CircuitWorld,Electronics,2025-10-09,4,"Highly recommend this gadget, works flawlessly.",0.71,Positive
REV00824,CircuitWorld,Electronics,2025-10-12,3,"Product is okay, nothing special.",0.16,Neutral
REV00825,CircuitWorld,Electronics,2025-10-09,4,"Highly recommend this gadget, works flawlessly.",0.41,Positive
REV00826,CircuitWorld,Electronics,2025-10-19,4,"Highly recommend this gadget, works flawlessly.",0.44,Positive
REV00827,CircuitWorld,Electronics,2025-10-20,5,"Highly recommend this gadget, works flawlessly.",0.87,Positive
REV00828,CircuitWorld,Electronics,2025-10-20,4,Very fast processor and crystal clear screen.,0.43,Positive
REV00829,CircuitWorld,Electronics,2025-10-27,5,"Amazing sound quality, best headphones ever.",0.56,Positive
REV00830,CircuitWorld,Electronics,2025-10-23,5,Very fast processor and crystal clear screen.,0.74,Positive
REV00831,CircuitWorld,Electronics,2025-10-27,4,"Excellent phone, battery lasts 2 days!",0.8,Positive
REV00832,CircuitWorld,Electronics,2025-10-29,5,"Amazing sound quality, best headphones ever.",0.59,Positive
REV00833,CircuitWorld,Electronics,2025-10-30,3,"Took a bit long to ship, but works fine.",0.13,Neutral
REV00834,CircuitWorld,Electronics,2025-10-30,5,"Excellent phone, battery lasts 2 days!",0.5,Positive
REV00835,CircuitWorld,Electronics,2025-11-07,5,"Highly recommend this gadget, works flawlessly.",0.78,Positive
REV00836,CircuitWorld,Electronics,2025-11-08,4,Solid build and easy set up.,0.87,Positive
REV00837,CircuitWorld,Electronics,2025-11-08,5,Solid build and easy set up.,0.46,Positive
REV00838,CircuitWorld,Electronics,2025-11-17,4,"Excellent phone, battery lasts 2 days!",0.41,Positive
REV00839,CircuitWorld,Electronics,2025-11-14,4,Very fast processor and crystal clear screen.,0.48,Positive
REV00840,CircuitWorld,Electronics,2025-11-12,5,"Highly recommend this gadget, works flawlessly.",0.63,Positive
REV00841,CircuitWorld,Electronics,2025-11-21,4,"Highly recommend this gadget, works flawlessly.",0.31,Positive
REV00842,CircuitWorld,Electronics,2025-11-21,5,"Excellent phone, battery lasts 2 days!",0.7,Positive
REV00843,CircuitWorld,Electronics,2025-11-22,4,"Amazing sound quality, best headphones ever.",0.44,Positive
REV00844,CircuitWorld,Electronics,2025-11-29,5,"Amazing sound quality, best headphones ever.",0.55,Positive
REV00845,CircuitWorld,Electronics,2025-11-27,3,"Took a bit long to ship, but works fine.",-0.09,Neutral
REV00846,CircuitWorld,Electronics,2025-12-01,5,"Amazing sound quality, best headphones ever.",0.65,Positive
REV00847,CircuitWorld,Electronics,2025-12-07,3,"Took a bit long to ship, but works fine.",0.18,Neutral
REV00848,CircuitWorld,Electronics,2025-12-03,5,"Highly recommend this gadget, works flawlessly.",0.46,Positive
REV00849,CircuitWorld,Electronics,2025-12-03,4,"Amazing sound quality, best headphones ever.",0.63,Positive
REV00850,CircuitWorld,Electronics,2025-12-11,5,Solid build and easy set up.,0.86,Positive
REV00851,CircuitWorld,Electronics,2025-12-12,4,Solid build and easy set up.,0.5,Positive
REV00852,CircuitWorld,Electronics,2025-12-10,4,"Highly recommend this gadget, works flawlessly.",0.82,Positive
REV00853,CircuitWorld,Electronics,2025-12-22,5,"Highly recommend this gadget, works flawlessly.",0.4,Positive
REV00854,CircuitWorld,Electronics,2025-12-19,3,"Took a bit long to ship, but works fine.",0.13,Neutral
REV00855,CircuitWorld,Electronics,2025-12-21,5,"Amazing sound quality, best headphones ever.",0.39,Positive
REV00856,CircuitWorld,Electronics,2025-12-25,5,"Amazing sound quality, best headphones ever.",0.54,Positive
REV00857,CircuitWorld,Electronics,2025-12-26,4,"Amazing sound quality, best headphones ever.",0.68,Positive
REV00858,CircuitWorld,Electronics,2025-12-24,5,"Amazing sound quality, best headphones ever.",0.46,Positive
REV00859,CircuitWorld,Electronics,2026-01-04,5,"Highly recommend this gadget, works flawlessly.",0.79,Positive
REV00860,CircuitWorld,Electronics,2026-01-02,5,"Amazing sound quality, best headphones ever.",0.54,Positive
REV00861,CircuitWorld,Electronics,2025-12-31,5,"Excellent phone, battery lasts 2 days!",0.52,Positive
REV00862,CircuitWorld,Electronics,2026-01-09,4,"Amazing sound quality, best headphones ever.",0.78,Positive
REV00863,CircuitWorld,Electronics,2026-01-12,5,Solid build and easy set up.,0.82,Positive
REV00864,CircuitWorld,Electronics,2026-01-07,5,Very fast processor and crystal clear screen.,0.47,Positive
REV00865,CircuitWorld,Electronics,2026-01-19,5,Solid build and easy set up.,0.63,Positive
REV00866,CircuitWorld,Electronics,2026-01-14,5,"Amazing sound quality, best headphones ever.",0.77,Positive
REV00867,CircuitWorld,Electronics,2026-01-14,5,Very fast processor and crystal clear screen.,0.45,Positive
REV00868,CircuitWorld,Electronics,2026-01-23,4,"Highly recommend this gadget, works flawlessly.",0.71,Positive
REV00869,CircuitWorld,Electronics,2026-01-25,5,"Amazing sound quality, best headphones ever.",0.71,Positive
REV00870,CircuitWorld,Electronics,2026-01-25,5,"Excellent phone, battery lasts 2 days!",0.65,Positive
REV00871,CircuitWorld,Electronics,2026-01-30,4,"Amazing sound quality, best headphones ever.",0.34,Positive
REV00872,CircuitWorld,Electronics,2026-01-31,5,"Highly recommend this gadget, works flawlessly.",0.38,Positive
REV00873,CircuitWorld,Electronics,2026-02-01,5,"Excellent phone, battery lasts 2 days!",0.33,Positive
REV00874,CircuitWorld,Electronics,2026-02-06,5,Solid build and easy set up.,0.35,Positive
REV00875,CircuitWorld,Electronics,2026-02-06,4,"Amazing sound quality, best headphones ever.",0.63,Positive
REV00876,CircuitWorld,Electronics,2026-02-05,5,"Highly recommend this gadget, works flawlessly.",0.4,Positive
REV00877,CircuitWorld,Electronics,2026-02-16,4,"Excellent phone, battery lasts 2 days!",0.35,Positive
REV00878,CircuitWorld,Electronics,2026-02-14,5,Very fast processor and crystal clear screen.,0.66,Positive
REV00879,CircuitWorld,Electronics,2026-02-14,5,Solid build and easy set up.,0.54,Positive
REV00880,CircuitWorld,Electronics,2026-02-20,4,"Excellent phone, battery lasts 2 days!",0.71,Positive
REV00881,CircuitWorld,Electronics,2026-02-23,5,"Highly recommend this gadget, works flawlessly.",0.48,Positive
REV00882,CircuitWorld,Electronics,2026-02-19,5,"Amazing sound quality, best headphones ever.",0.3,Positive
REV00883,CircuitWorld,Electronics,2026-03-02,5,"Highly recommend this gadget, works flawlessly.",0.63,Positive
REV00884,CircuitWorld,Electronics,2026-02-26,4,"Amazing sound quality, best headphones ever.",0.51,Positive
REV00885,CircuitWorld,Electronics,2026-02-26,4,"Excellent phone, battery lasts 2 days!",0.54,Positive
REV00886,CircuitWorld,Electronics,2026-03-05,5,"Amazing sound quality, best headphones ever.",0.31,Positive
REV00887,CircuitWorld,Electronics,2026-03-04,5,"Amazing sound quality, best headphones ever.",0.87,Positive
REV00888,CircuitWorld,Electronics,2026-03-09,5,"Highly recommend this gadget, works flawlessly.",0.64,Positive
REV00889,CircuitWorld,Electronics,2026-03-15,4,"Excellent phone, battery lasts 2 days!",0.36,Positive
REV00890,CircuitWorld,Electronics,2026-03-13,4,Solid build and easy set up.,0.41,Positive
REV00891,CircuitWorld,Electronics,2026-03-12,5,"Highly recommend this gadget, works flawlessly.",0.62,Positive
REV00892,CircuitWorld,Electronics,2026-03-20,5,Very fast processor and crystal clear screen.,0.7,Positive
REV00893,CircuitWorld,Electronics,2026-03-19,4,Solid build and easy set up.,0.38,Positive
REV00894,CircuitWorld,Electronics,2026-03-19,5,"Excellent phone, battery lasts 2 days!",0.68,Positive
REV00895,CircuitWorld,Electronics,2026-03-28,5,Very fast processor and crystal clear screen.,0.41,Positive
REV00896,CircuitWorld,Electronics,2026-03-27,5,"Excellent phone, battery lasts 2 days!",0.32,Positive
REV00897,CircuitWorld,Electronics,2026-03-29,4,Solid build and easy set up.,0.67,Positive
REV00898,CircuitWorld,Electronics,2026-04-05,3,"Decent item, fits reasonably well.",0.12,Neutral
REV00899,CircuitWorld,Electronics,2026-04-05,4,Very fast processor and crystal clear screen.,0.63,Positive
REV00900,CircuitWorld,Electronics,2026-04-01,4,"Excellent phone, battery lasts 2 days!",0.44,Positive
REV00901,CircuitWorld,Electronics,2026-04-13,5,"Amazing sound quality, best headphones ever.",0.79,Positive
REV00902,CircuitWorld,Electronics,2026-04-12,5,"Amazing sound quality, best headphones ever.",0.65,Positive
REV00903,CircuitWorld,Electronics,2026-04-11,4,"Amazing sound quality, best headphones ever.",0.68,Positive
REV00904,CircuitWorld,Electronics,2026-04-16,5,"Excellent phone, battery lasts 2 days!",0.49,Positive
REV00905,CircuitWorld,Electronics,2026-04-20,4,"Highly recommend this gadget, works flawlessly.",0.71,Positive
REV00906,CircuitWorld,Electronics,2026-04-18,5,"Excellent phone, battery lasts 2 days!",0.54,Positive
REV00907,CircuitWorld,Electronics,2026-04-24,4,Solid build and easy set up.,0.34,Positive
REV00908,CircuitWorld,Electronics,2026-04-26,5,Very fast processor and crystal clear screen.,0.5,Positive
REV00909,CircuitWorld,Electronics,2026-04-23,4,Solid build and easy set up.,0.69,Positive
REV00910,CircuitWorld,Electronics,2026-05-02,4,Very fast processor and crystal clear screen.,0.53,Positive
REV00911,CircuitWorld,Electronics,2026-04-29,4,Solid build and easy set up.,0.69,Positive
REV00912,CircuitWorld,Electronics,2026-05-03,5,"Excellent phone, battery lasts 2 days!",0.34,Positive
REV00913,CircuitWorld,Electronics,2026-05-07,3,"Took a bit long to ship, but works fine.",0.04,Neutral
REV00914,CircuitWorld,Electronics,2026-05-08,5,Very fast processor and crystal clear screen.,0.38,Positive
REV00915,CircuitWorld,Electronics,2026-05-08,4,Very fast processor and crystal clear screen.,0.74,Positive
REV00916,CircuitWorld,Electronics,2026-05-13,4,"Highly recommend this gadget, works flawlessly.",0.78,Positive
REV00917,CircuitWorld,Electronics,2026-05-14,4,"Highly recommend this gadget, works flawlessly.",0.64,Positive
REV00918,CircuitWorld,Electronics,2026-05-15,5,Solid build and easy set up.,0.84,Positive
REV00919,CircuitWorld,Electronics,2026-05-24,5,"Highly recommend this gadget, works flawlessly.",0.35,Positive
REV00920,CircuitWorld,Electronics,2026-05-20,5,Solid build and easy set up.,0.59,Positive
REV00921,CircuitWorld,Electronics,2026-05-25,5,Solid build and easy set up.,0.77,Positive
REV00922,CircuitWorld,Electronics,2026-05-31,5,Solid build and easy set up.,0.32,Positive
REV00923,CircuitWorld,Electronics,2026-05-28,5,Very fast processor and crystal clear screen.,0.65,Positive
REV00924,CircuitWorld,Electronics,2026-06-01,3,"It does what it says, but feels a bit lightweight.",0.27,Neutral
REV00925,CircuitWorld,Electronics,2026-06-07,4,"Highly recommend this gadget, works flawlessly.",0.38,Positive
REV00926,CircuitWorld,Electronics,2026-06-03,5,"Excellent phone, battery lasts 2 days!",0.56,Positive
REV00927,CircuitWorld,Electronics,2026-06-03,3,"Product is okay, nothing special.",-0.08,Neutral
REV00928,CircuitWorld,Electronics,2026-06-12,5,Solid build and easy set up.,0.8,Positive
REV00929,CircuitWorld,Electronics,2026-06-14,3,Average quality for the price.,0.22,Neutral
REV00930,CircuitWorld,Electronics,2026-06-14,5,"Amazing sound quality, best headphones ever.",0.63,Positive
REV00931,CircuitWorld,Electronics,2026-06-20,4,"Excellent phone, battery lasts 2 days!",0.68,Positive
REV00932,CircuitWorld,Electronics,2026-06-19,5,Solid build and easy set up.,0.64,Positive
REV00933,CircuitWorld,Electronics,2026-06-20,5,"Highly recommend this gadget, works flawlessly.",0.61,Positive
REV00934,CircuitWorld,Electronics,2026-06-26,5,"Amazing sound quality, best headphones ever.",0.53,Positive
REV00935,CircuitWorld,Electronics,2026-06-24,4,"Amazing sound quality, best headphones ever.",0.61,Positive
REV00936,CircuitWorld,Electronics,2026-06-25,4,"Excellent phone, battery lasts 2 days!",0.59,Positive
REV00937,FutureGadgets,Electronics,2025-07-05,5,"Amazing sound quality, best headphones ever.",0.63,Positive
REV00938,FutureGadgets,Electronics,2025-07-03,4,"Amazing sound quality, best headphones ever.",0.88,Positive
REV00939,FutureGadgets,Electronics,2025-07-06,5,"Highly recommend this gadget, works flawlessly.",0.33,Positive
REV00940,FutureGadgets,Electronics,2025-07-14,5,"Highly recommend this gadget, works flawlessly.",0.61,Positive
REV00941,FutureGadgets,Electronics,2025-07-14,4,"Highly recommend this gadget, works flawlessly.",0.89,Positive
REV00942,FutureGadgets,Electronics,2025-07-12,3,"Took a bit long to ship, but works fine.",0.17,Neutral
REV00943,FutureGadgets,Electronics,2025-07-20,4,"Highly recommend this gadget, works flawlessly.",0.59,Positive
REV00944,FutureGadgets,Electronics,2025-07-16,5,Solid build and easy set up.,0.55,Positive
REV00945,FutureGadgets,Electronics,2025-07-17,4,"Highly recommend this gadget, works flawlessly.",0.74,Positive
REV00946,FutureGadgets,Electronics,2025-07-25,5,"Excellent phone, battery lasts 2 days!",0.63,Positive
REV00947,FutureGadgets,Electronics,2025-07-24,5,"Amazing sound quality, best headphones ever.",0.34,Positive
REV00948,FutureGadgets,Electronics,2025-07-23,4,Very fast processor and crystal clear screen.,0.47,Positive
REV00949,FutureGadgets,Electronics,2025-08-02,4,"Highly recommend this gadget, works flawlessly.",0.89,Positive
REV00950,FutureGadgets,Electronics,2025-08-02,4,Solid build and easy set up.,0.41,Positive
REV00951,FutureGadgets,Electronics,2025-07-31,4,Very fast processor and crystal clear screen.,0.74,Positive
REV00952,FutureGadgets,Electronics,2025-08-11,5,Solid build and easy set up.,0.38,Positive
REV00953,FutureGadgets,Electronics,2025-08-07,5,"Highly recommend this gadget, works flawlessly.",0.54,Positive
REV00954,FutureGadgets,Electronics,2025-08-09,3,Average quality for the price.,0.11,Neutral
REV00955,FutureGadgets,Electronics,2025-08-16,5,"Amazing sound quality, best headphones ever.",0.59,Positive
REV00956,FutureGadgets,Electronics,2025-08-16,4,"Highly recommend this gadget, works flawlessly.",0.55,Positive
REV00957,FutureGadgets,Electronics,2025-08-13,5,"Excellent phone, battery lasts 2 days!",0.65,Positive
REV00958,FutureGadgets,Electronics,2025-08-23,3,"It does what it says, but feels a bit lightweight.",0.04,Neutral
REV00959,FutureGadgets,Electronics,2025-08-21,5,Very fast processor and crystal clear screen.,0.46,Positive
REV00960,FutureGadgets,Electronics,2025-08-22,5,Solid build and easy set up.,0.72,Positive
REV00961,FutureGadgets,Electronics,2025-08-29,5,"Excellent phone, battery lasts 2 days!",0.61,Positive
REV00962,FutureGadgets,Electronics,2025-08-31,4,"Amazing sound quality, best headphones ever.",0.47,Positive
REV00963,FutureGadgets,Electronics,2025-08-29,5,"Amazing sound quality, best headphones ever.",0.47,Positive
REV00964,FutureGadgets,Electronics,2025-09-03,4,"Excellent phone, battery lasts 2 days!",0.68,Positive
REV00965,FutureGadgets,Electronics,2025-09-04,3,"Decent item, fits reasonably well.",0.11,Neutral
REV00966,FutureGadgets,Electronics,2025-09-08,5,"Highly recommend this gadget, works flawlessly.",0.84,Positive
REV00967,FutureGadgets,Electronics,2025-09-12,5,"Amazing sound quality, best headphones ever.",0.85,Positive
REV00968,FutureGadgets,Electronics,2025-09-13,4,"Excellent phone, battery lasts 2 days!",0.64,Positive
REV00969,FutureGadgets,Electronics,2025-09-14,4,"Excellent phone, battery lasts 2 days!",0.42,Positive
REV00970,FutureGadgets,Electronics,2025-09-19,4,Very fast processor and crystal clear screen.,0.35,Positive
REV00971,FutureGadgets,Electronics,2025-09-19,5,Solid build and easy set up.,0.43,Positive
REV00972,FutureGadgets,Electronics,2025-09-20,4,"Excellent phone, battery lasts 2 days!",0.47,Positive
REV00973,FutureGadgets,Electronics,2025-09-28,5,"Amazing sound quality, best headphones ever.",0.64,Positive
REV00974,FutureGadgets,Electronics,2025-09-28,5,"Highly recommend this gadget, works flawlessly.",0.7,Positive
REV00975,FutureGadgets,Electronics,2025-09-24,5,Solid build and easy set up.,0.9,Positive
REV00976,FutureGadgets,Electronics,2025-10-04,5,"Excellent phone, battery lasts 2 days!",0.43,Positive
REV00977,FutureGadgets,Electronics,2025-10-03,5,"Highly recommend this gadget, works flawlessly.",0.44,Positive
REV00978,FutureGadgets,Electronics,2025-10-03,4,Solid build and easy set up.,0.75,Positive
REV00979,FutureGadgets,Electronics,2025-10-09,5,Very fast processor and crystal clear screen.,0.76,Positive
REV00980,FutureGadgets,Electronics,2025-10-12,4,Solid build and easy set up.,0.71,Positive
REV00981,FutureGadgets,Electronics,2025-10-12,5,"Amazing sound quality, best headphones ever.",0.38,Positive
REV00982,FutureGadgets,Electronics,2025-10-15,5,"Excellent phone, battery lasts 2 days!",0.69,Positive
REV00983,FutureGadgets,Electronics,2025-10-20,4,Very fast processor and crystal clear screen.,0.54,Positive
REV00984,FutureGadgets,Electronics,2025-10-18,5,"Highly recommend this gadget, works flawlessly.",0.46,Positive
REV00985,FutureGadgets,Electronics,2025-10-23,4,"Amazing sound quality, best headphones ever.",0.34,Positive
REV00986,FutureGadgets,Electronics,2025-10-26,4,Solid build and easy set up.,0.59,Positive
REV00987,FutureGadgets,Electronics,2025-10-24,4,Very fast processor and crystal clear screen.,0.49,Positive
REV00988,FutureGadgets,Electronics,2025-10-30,4,"Highly recommend this gadget, works flawlessly.",0.71,Positive
REV00989,FutureGadgets,Electronics,2025-11-02,5,"Amazing sound quality, best headphones ever.",0.5,Positive
REV00990,FutureGadgets,Electronics,2025-11-02,5,"Highly recommend this gadget, works flawlessly.",0.6,Positive
REV00991,FutureGadgets,Electronics,2025-11-09,5,Solid build and easy set up.,0.7,Positive
REV00992,FutureGadgets,Electronics,2025-11-08,5,Solid build and easy set up.,0.75,Positive
REV00993,FutureGadgets,Electronics,2025-11-07,5,Solid build and easy set up.,0.38,Positive
REV00994,FutureGadgets,Electronics,2025-11-14,4,"Excellent phone, battery lasts 2 days!",0.73,Positive
REV00995,FutureGadgets,Electronics,2025-11-17,5,"Highly recommend this gadget, works flawlessly.",0.53,Positive
REV00996,FutureGadgets,Electronics,2025-11-15,5,"Excellent phone, battery lasts 2 days!",0.4,Positive
REV00997,FutureGadgets,Electronics,2025-11-24,5,"Highly recommend this gadget, works flawlessly.",0.73,Positive
REV00998,FutureGadgets,Electronics,2025-11-23,5,"Excellent phone, battery lasts 2 days!",0.36,Positive
REV00999,FutureGadgets,Electronics,2025-11-21,5,"Amazing sound quality, best headphones ever.",0.72,Positive
REV01000,FutureGadgets,Electronics,2025-11-30,5,Solid build and easy set up.,0.88,Positive
REV01001,FutureGadgets,Electronics,2025-12-01,5,Very fast processor and crystal clear screen.,0.46,Positive
REV01002,FutureGadgets,Electronics,2025-11-30,5,"Excellent phone, battery lasts 2 days!",0.45,Positive
REV01003,FutureGadgets,Electronics,2025-12-07,4,Very fast processor and crystal clear screen.,0.51,Positive
REV01004,FutureGadgets,Electronics,2025-12-06,5,Solid build and easy set up.,0.51,Positive
REV01005,FutureGadgets,Electronics,2025-12-03,2,Poor quality product. Broke within five minutes of use.,-0.28,Negative
REV01006,FutureGadgets,Electronics,2025-12-11,5,"Excellent phone, battery lasts 2 days!",0.66,Positive
REV01007,FutureGadgets,Electronics,2025-12-13,3,"Product is okay, nothing special.",0.21,Neutral
REV01008,FutureGadgets,Electronics,2025-12-13,3,"Took a bit long to ship, but works fine.",-0.02,Neutral
REV01009,FutureGadgets,Electronics,2025-12-22,5,"Amazing sound quality, best headphones ever.",0.9,Positive
REV01010,FutureGadgets,Electronics,2025-12-20,3,Average quality for the price.,0.07,Neutral
REV01011,FutureGadgets,Electronics,2025-12-21,4,Solid build and easy set up.,0.33,Positive
REV01012,FutureGadgets,Electronics,2025-12-29,5,"Excellent phone, battery lasts 2 days!",0.4,Positive
REV01013,FutureGadgets,Electronics,2025-12-28,5,Very fast processor and crystal clear screen.,0.56,Positive
REV01014,FutureGadgets,Electronics,2025-12-28,5,Very fast processor and crystal clear screen.,0.37,Positive
REV01015,FutureGadgets,Electronics,2026-01-04,5,"Amazing sound quality, best headphones ever.",0.78,Positive
REV01016,FutureGadgets,Electronics,2026-01-02,4,"Amazing sound quality, best headphones ever.",0.5,Positive
REV01017,FutureGadgets,Electronics,2026-01-03,5,Very fast processor and crystal clear screen.,0.61,Positive
REV01018,FutureGadgets,Electronics,2026-01-11,4,"Highly recommend this gadget, works flawlessly.",0.89,Positive
REV01019,FutureGadgets,Electronics,2026-01-12,4,"Highly recommend this gadget, works flawlessly.",0.62,Positive
REV01020,FutureGadgets,Electronics,2026-01-11,5,"Highly recommend this gadget, works flawlessly.",0.9,Positive
REV01021,FutureGadgets,Electronics,2026-01-15,4,Very fast processor and crystal clear screen.,0.8,Positive
REV01022,FutureGadgets,Electronics,2026-01-18,5,"Highly recommend this gadget, works flawlessly.",0.3,Positive
REV01023,FutureGadgets,Electronics,2026-01-15,4,"Highly recommend this gadget, works flawlessly.",0.44,Positive
REV01024,FutureGadgets,Electronics,2026-01-26,4,"Highly recommend this gadget, works flawlessly.",0.84,Positive
REV01025,FutureGadgets,Electronics,2026-01-26,3,Average quality for the price.,-0.06,Neutral
REV01026,FutureGadgets,Electronics,2026-01-23,4,"Amazing sound quality, best headphones ever.",0.87,Positive
REV01027,FutureGadgets,Electronics,2026-02-01,4,"Highly recommend this gadget, works flawlessly.",0.34,Positive
REV01028,FutureGadgets,Electronics,2026-01-30,5,"Highly recommend this gadget, works flawlessly.",0.85,Positive
REV01029,FutureGadgets,Electronics,2026-02-01,5,"Excellent phone, battery lasts 2 days!",0.63,Positive
REV01030,FutureGadgets,Electronics,2026-02-07,4,Solid build and easy set up.,0.61,Positive
REV01031,FutureGadgets,Electronics,2026-02-06,4,"Amazing sound quality, best headphones ever.",0.47,Positive
REV01032,FutureGadgets,Electronics,2026-02-06,5,Very fast processor and crystal clear screen.,0.47,Positive
REV01033,FutureGadgets,Electronics,2026-02-16,5,"Highly recommend this gadget, works flawlessly.",0.74,Positive
REV01034,FutureGadgets,Electronics,2026-02-13,5,"Excellent phone, battery lasts 2 days!",0.69,Positive
REV01035,FutureGadgets,Electronics,2026-02-16,5,"Amazing sound quality, best headphones ever.",0.35,Positive
REV01036,FutureGadgets,Electronics,2026-02-19,4,"Amazing sound quality, best headphones ever.",0.33,Positive
REV01037,FutureGadgets,Electronics,2026-02-22,4,Very fast processor and crystal clear screen.,0.87,Positive
REV01038,FutureGadgets,Electronics,2026-02-22,4,"Highly recommend this gadget, works flawlessly.",0.38,Positive
REV01039,FutureGadgets,Electronics,2026-02-26,4,"Highly recommend this gadget, works flawlessly.",0.86,Positive
REV01040,FutureGadgets,Electronics,2026-03-01,4,"Excellent phone, battery lasts 2 days!",0.85,Positive
REV01041,FutureGadgets,Electronics,2026-02-26,5,Solid build and easy set up.,0.78,Positive
REV01042,FutureGadgets,Electronics,2026-03-09,5,"Excellent phone, battery lasts 2 days!",0.79,Positive
REV01043,FutureGadgets,Electronics,2026-03-05,4,Solid build and easy set up.,0.42,Positive
REV01044,FutureGadgets,Electronics,2026-03-04,4,Very fast processor and crystal clear screen.,0.44,Positive
REV01045,FutureGadgets,Electronics,2026-03-13,5,"Amazing sound quality, best headphones ever.",0.41,Positive
REV01046,FutureGadgets,Electronics,2026-03-11,4,"Amazing sound quality, best headphones ever.",0.37,Positive
REV01047,FutureGadgets,Electronics,2026-03-11,4,Very fast processor and crystal clear screen.,0.71,Positive
REV01048,FutureGadgets,Electronics,2026-03-21,5,Very fast processor and crystal clear screen.,0.35,Positive
REV01049,FutureGadgets,Electronics,2026-03-21,4,"Amazing sound quality, best headphones ever.",0.35,Positive
REV01050,FutureGadgets,Electronics,2026-03-20,4,Very fast processor and crystal clear screen.,0.85,Positive
REV01051,FutureGadgets,Electronics,2026-03-30,5,"Highly recommend this gadget, works flawlessly.",0.63,Positive
REV01052,FutureGadgets,Electronics,2026-03-25,4,"Excellent phone, battery lasts 2 days!",0.83,Positive
REV01053,FutureGadgets,Electronics,2026-03-26,5,Solid build and easy set up.,0.42,Positive
REV01054,FutureGadgets,Electronics,2026-04-02,5,"Excellent phone, battery lasts 2 days!",0.74,Positive
REV01055,FutureGadgets,Electronics,2026-04-02,5,"Amazing sound quality, best headphones ever.",0.33,Positive
REV01056,FutureGadgets,Electronics,2026-04-04,5,"Excellent phone, battery lasts 2 days!",0.45,Positive
REV01057,FutureGadgets,Electronics,2026-04-13,4,Very fast processor and crystal clear screen.,0.51,Positive
REV01058,FutureGadgets,Electronics,2026-04-08,2,Arrived damaged and scratched. Packaging was terrible.,-0.26,Negative
REV01059,FutureGadgets,Electronics,2026-04-12,5,"Highly recommend this gadget, works flawlessly.",0.79,Positive
REV01060,FutureGadgets,Electronics,2026-04-17,5,"Excellent phone, battery lasts 2 days!",0.74,Positive
REV01061,FutureGadgets,Electronics,2026-04-18,5,"Highly recommend this gadget, works flawlessly.",0.54,Positive
REV01062,FutureGadgets,Electronics,2026-04-19,5,Solid build and easy set up.,0.33,Positive
REV01063,FutureGadgets,Electronics,2026-04-26,5,Very fast processor and crystal clear screen.,0.42,Positive
REV01064,FutureGadgets,Electronics,2026-04-24,5,"Amazing sound quality, best headphones ever.",0.48,Positive
REV01065,FutureGadgets,Electronics,2026-04-22,4,Very fast processor and crystal clear screen.,0.43,Positive
REV01066,FutureGadgets,Electronics,2026-05-04,5,Very fast processor and crystal clear screen.,0.72,Positive
REV01067,FutureGadgets,Electronics,2026-05-04,4,"Amazing sound quality, best headphones ever.",0.37,Positive
REV01068,FutureGadgets,Electronics,2026-05-04,3,"Took a bit long to ship, but works fine.",-0.02,Neutral
REV01069,FutureGadgets,Electronics,2026-05-11,5,"Excellent phone, battery lasts 2 days!",0.66,Positive
REV01070,FutureGadgets,Electronics,2026-05-08,4,"Highly recommend this gadget, works flawlessly.",0.74,Positive
REV01071,FutureGadgets,Electronics,2026-05-11,3,"It does what it says, but feels a bit lightweight.",0.16,Neutral
REV01072,FutureGadgets,Electronics,2026-05-14,5,Very fast processor and crystal clear screen.,0.58,Positive
